TestCfg,EncodeMethod,CodecName,EncodePreset,Class,Name,OrigRes,FPS,BitDepth,CodedRes,QP,Bitrate(kbps),PSNR_Y,PSNR_U,PSNR_V,SSIM_Y(dB),MS-SSIM_Y(dB),VMAF_Y,VMAF_Y-NEG,PSNR-HVS,CIEDE2000,APSNR_Y,APSNR_U,APSNR_V,CAMBI,EncT[s],DecT[s],EncInstr,DecInstr,EncCycles,DecCycles,EncMD5,DecMD5
RA,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60.00,10,3840x2160,110,18698.144932,42.398909,48.726414,48.730037,13.975178,20.339794,99.974870,99.916243,43.030639,43.266299,42.347852,48.701124,48.704233,0.949451,,,,,,,bbef275cef307f6239117e5172ebfee1,
RA,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60.00,10,3840x2160,135,6626.312764,41.573745,47.544940,47.468593,13.574910,19.569443,99.634603,97.784643,41.500338,42.399181,41.558854,47.532766,47.454712,1.181964,,,,,,,5090bae62cd567751ac7c35d523ca066,
RA,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60.00,10,3840x2160,160,2748.024898,40.302340,45.978915,45.809845,13.047371,18.450339,95.187997,92.780491,39.168184,41.218028,40.287914,45.966135,45.797331,1.236379,,,,,,,cd8abe4df095bc0cca0d6a0240f2306c,
RA,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60.00,10,3840x2160,185,1320.628910,38.277972,43.975278,43.716367,12.215143,16.686019,85.938395,83.201898,35.926258,39.555254,38.257199,43.962788,43.705768,1.267856,,,,,,,8930d7fb487e07887304cbe9a36225d9,
RA,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60.00,10,3840x2160,210,637.083532,35.576577,41.544790,41.349178,11.117021,14.425912,71.203989,68.152619,32.267836,37.402984,35.550552,41.531979,41.333414,1.316835,,,,,,,986f8d1cc360eda6e88eda5cc0d00e72,
RA,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60.00,10,3840x2160,235,294.473526,32.413764,38.811171,38.787917,9.877806,11.913835,51.599668,48.622341,28.518344,34.766047,32.386579,38.798631,38.777026,1.261357,,,,,,,c9d61a4cf8c1663cf34d21740de8ce32,
RA,aom,av2,0,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,3840x2160,60.00,10,3840x2160,110,17142.278030,42.792326,48.817039,52.279670,13.526836,20.071718,95.550367,93.751624,43.159387,43.705936,42.752250,48.802598,52.269670,0.314978,,,,,,,783b1edc5438707e86f21fc0259673c8,
RA,aom,av2,0,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,3840x2160,60.00,10,3840x2160,135,5346.657035,42.131836,48.161779,51.340155,13.216791,19.203589,91.122211,89.016500,41.609517,43.053940,42.122558,48.157030,51.331892,0.364939,,,,,,,abfa7a264d1675e02c726cfbb7d4fdd5,
RA,aom,av2,0,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,3840x2160,60.00,10,3840x2160,160,2271.805733,41.079463,47.162608,49.921457,12.880922,17.946414,82.940772,80.560236,39.454238,42.068453,41.058596,47.155741,49.907411,0.382870,,,,,,,1db6fde3445246e838ba7cba28c0078e,
RA,aom,av2,0,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,3840x2160,60.00,10,3840x2160,185,1056.173365,39.457742,45.752296,47.976921,12.457361,16.257370,69.881678,67.404281,36.844747,40.628501,39.418285,45.741326,47.956593,0.413666,,,,,,,1d1da8b177c649f1f8fbbe8a0138e3d9,
RA,aom,av2,0,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,3840x2160,60.00,10,3840x2160,210,498.505802,37.202535,43.695373,45.558467,11.953346,14.230477,52.274778,49.944161,33.916579,38.603752,37.144037,43.678597,45.532830,0.454383,,,,,,,d9cdc8c1d6426c8e48ff8f2e5c45a644,
RA,aom,av2,0,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,3840x2160,60.00,10,3840x2160,235,231.966188,34.352506,41.438325,42.868343,11.359943,11.967713,31.552737,29.945752,30.748117,36.067171,34.281392,41.428066,42.838267,0.377525,,,,,,,a1772e759c0766b086410a88a35578e0,
RA,aom,av2,0,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,3840x2160,60.00,10,3840x2160,110,24896.201645,43.191753,49.111596,49.323006,15.940789,22.924430,99.970096,99.961796,44.767457,44.214090,43.094777,49.017830,49.223606,0.009696,,,,,,,c42e21b5122b0794177b3fc644aa523d,
RA,aom,av2,0,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,3840x2160,60.00,10,3840x2160,135,10657.047568,41.768817,47.284686,47.411764,14.985665,21.106031,99.956362,99.944951,41.646090,42.703800,41.696428,47.206894,47.318019,0.011908,,,,,,,a8d684aa19914a8ad0a21be0d3dc88b7,
RA,aom,av2,0,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,3840x2160,60.00,10,3840x2160,160,4790.689925,39.422692,44.896153,44.949069,13.467955,18.363611,98.852515,96.704773,37.494980,40.459987,39.340303,44.815503,44.844808,0.013783,,,,,,,95623f4c591a19b62b75fafae66d2392,
RA,aom,av2,0,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,3840x2160,60.00,10,3840x2160,185,2183.123953,36.447850,42.295219,42.270380,11.577724,15.176810,84.666284,82.205047,33.242834,37.768269,36.356349,42.211981,42.154105,0.017961,,,,,,,7d1e78792dc8ee4b7df8d957bcaf8ecc,
RA,aom,av2,0,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,3840x2160,60.00,10,3840x2160,210,976.687313,33.228195,39.737380,39.600048,9.639173,12.017621,63.917620,61.696360,29.299791,34.891605,33.132556,39.653570,39.494867,0.028356,,,,,,,bcb5c2cf8fba02769a05071ec075bf4f,
