TestCfg,EncodeMethod,CodecName,EncodePreset,Class,Name,OrigRes,FPS,BitDepth,CodedRes,QP,Bitrate(kbps),PSNR_Y,PSNR_U,PSNR_V,SSIM_Y(dB),MS-SSIM_Y(dB),VMAF_Y,VMAF_Y-NEG,PSNR-HVS,CIEDE2000,APSNR_Y,APSNR_U,APSNR_V,CAMBI,EncT[s],DecT[s],EncInstr,DecInstr,EncCycles,DecCycles,EncMD5,DecMD5
STILL,aom,av2,0,F1,buildings_03.y4m,4032x3024,25.00,8,4032x3024,110,2610699,36.796528,45.475732,45.103646,17.340129,25.864135,94.387419,92.763761,44.994092,38.717536,36.796528,45.475732,45.103646,0.005150,50316.27,1.94,309260639731360,8586620031,133557731569776,5251421347,710697e1aedfd88fb3d5b56cae8f2bdb,
STILL,aom,av2,0,F1,buildings_03.y4m,4032x3024,25.00,8,4032x3024,135,1354594,31.596207,43.046033,42.540866,13.164928,20.627086,88.926661,86.745243,37.846066,34.650051,31.596207,43.046033,42.540866,0.012028,111089.88,1.53,650941136359167,7180021639,290885036824049,4186769215,2a744d6b969a6c3d413a1ad70b2e6eb9,
STILL,aom,av2,0,F1,buildings_03.y4m,4032x3024,25.00,8,4032x3024,160,620896,27.198183,40.619593,39.985085,9.624269,15.797508,74.048255,71.877556,30.107016,30.873374,27.198183,40.619593,39.985085,0.032744,71951.11,1.03,538503380695311,5696233792,245826331055455,3696022430,bbd66950c60594896656ba985802f5f0,
STILL,aom,av2,0,F1,buildings_03.y4m,4032x3024,25.00,8,4032x3024,185,258902,23.476288,38.348346,37.718664,6.601688,11.500439,49.510467,47.503209,23.381369,27.374516,23.476288,38.348346,37.718664,0.062069,62147.76,0.92,347035595411474,4121460108,161951719966348,2573655005,bbf53e5a6713c000aab92cdc30593e15,
STILL,aom,av2,0,F1,church.y4m,6000x4000,25.00,8,6000x4000,60,1773999,51.303051,52.105431,52.156329,22.166949,28.906794,96.385889,95.480203,49.233651,51.804603,51.303051,52.105431,52.156329,0.555511,78646.80,1.67,523906875624650,7787693775,219642874768143,4693009231,c76858023c2e251a6a84c85ddf9d1ffc,
STILL,aom,av2,0,F1,church.y4m,6000x4000,25.00,8,6000x4000,85,703830,47.876310,49.759828,49.926349,19.476312,24.918896,94.719677,93.430654,45.798179,48.586032,47.876310,49.759828,49.926349,1.548506,44955.39,1.47,290259960807550,7143193514,125537326374979,4085254365,a20b2a2f04c078bde63fd0f3a8c0be2d,
STILL,aom,av2,0,F1,church.y4m,6000x4000,25.00,8,6000x4000,110,321344,45.178207,47.414372,47.929357,17.652686,21.895019,90.857562,89.091697,42.595341,46.146269,45.178207,47.414372,47.929357,2.041370,23067.85,1.61,159062865180846,8134128795,77649874676629,5864685715,f139f017b760d07f0ce0060a3e5b7595,
STILL,aom,av2,0,F1,church.y4m,6000x4000,25.00,8,6000x4000,135,148849,42.163223,44.911857,45.730269,15.642937,18.667224,82.053246,79.878570,38.816781,43.638600,42.163223,44.911857,45.730269,2.468980,31163.10,1.53,168470409156552,7679712051,80552765828078,4284642672,c61de7dbae66022de1e89b3902db2448,
STILL,aom,av2,0,F1,church.y4m,6000x4000,25.00,8,6000x4000,160,65405,38.895642,42.083270,43.287834,13.559391,15.344632,65.685653,63.268650,34.891171,40.873137,38.895642,42.083270,43.287834,3.145488,13066.42,0.75,90256420539555,3858906167,36493159340411,2114585749,6e5233ad951a789e1e650f8141bebe11,
STILL,aom,av2,0,F1,church.y4m,6000x4000,25.00,8,6000x4000,185,26394,35.653139,39.166790,40.593381,11.730596,12.229513,43.024627,40.891257,31.274118,37.986954,35.653139,39.166790,40.593381,4.205817,8842.01,1.26,44775079070046,6815291715,23211438495341,3559413366,9cf22548368843fe98934e07ab962581,
STILL,aom,av2,0,F1,fireworks_01.y4m,4032x3024,25.00,8,4032x3024,60,4127419,48.945782,54.881889,53.268470,22.173947,30.205985,96.426656,95.766146,53.254049,52.047457,48.945782,54.881889,53.268470,0.000009,47399.77,1.41,319832078117447,7474595325,132391888709270,3923552154,0c2927a275076bfcd672d5d0c895bb3f,
STILL,aom,av2,0,F1,fireworks_01.y4m,4032x3024,25.00,8,4032x3024,85,2478598,42.882522,52.792250,51.690852,16.073892,24.053010,94.977626,94.021835,48.275659,47.551506,42.882522,52.792250,51.690852,0.000042,62869.81,1.65,350544181692611,7206947157,163423419672161,4416971420,d5e1c0a018065057b7f61b4f131e5c02,
